Department,CourseNumber,ParsedPrerequisites
ACMA,201,"(MATH152),(MATH155),(MATH158)"
ACMA,231,"(MATH100),(MATH150),(MATH151),(MATH154),(MATH157)"
ACMA,301,"(ACMA201),(ACMA210)"
ACMA,321,"(ACMA101)"
ACMA,337,"(ACMA336)"
ACMA,340,"(ACMA201),(ACMA210)"
ACMA,401,"(ACMA301),(ACMA320)"
ACMA,421,"(ACMA321)"
ACMA,436,"(ACMA337)"
ACMA,437,"(ACMA436)"
ACMA,438,"(ACMA437)"
ACMA,455,"(ACMA355)"
ARCH,271,"(ARCH101),(ARCH201)"
ARCH,273,"(ARCH100),(ARCH101),(EVSC100),(GEOG100),(REM100)"
ARCH,282,"(ARCH101),(ARCH201)"
ARCH,286,"(ARCH100),(ARCH101),(ARCH201),(EVSC100),(GEOG100),(REM100)"
ARCH,313,"(ARCH100),(ARCH201),(HS100),(HS231),(HS232),(HIST277)"
ARCH,321,"(ARCH272W),(ARCH273)"
ARCH,322,"(ARCH131)"
ARCH,323,"(ARCH131)"
ARCH,329,"(ARCH101),(ARCH201)"
ARCH,340,"(ARCH101),(ARCH201)"
ARCH,344,"(ARCH131)"
ARCH,348,"(ARCH101),(ARCH201)"
ARCH,351,"(ARCH350)"
ARCH,363,"(ARCH100),(ARCH101),(ARCH201)"
ARCH,365,"(ARCH101),(ARCH201),(ARCH100,REM100),(ARCH100,GEOG100),(ARCH100,EVSC100),(REM100,GEOG100),(REM100,EVSC100),(GEOG100,EVSC100)"
ARCH,373,"(ARCH131)"
ARCH,374,"(ARCH101),(ARCH201)"
ARCH,375,"(ARCH101),(ARCH201)"
ARCH,376,"(ARCH101,ARCH285),(ARCH101,GEOG251),(ARCH101,PSYC210),(ARCH101,STAT101),(ARCH101,STAT201),(ARCH101,STAT203),(ARCH101,STAT205),(ARCH201,ARCH285),(ARCH201,GEOG251),(ARCH201,PSYC210),(ARCH201,STAT101),(ARCH201,STAT201),(ARCH201,STAT203),(ARCH201,STAT205)"
ARCH,377,"(ARCH101),(ARCH201)"
ARCH,378,"(ARCH273)"
ARCH,382,"(ARCH282),(ARCH372)"
ARCH,386,"(ARCH101),(ARCH201)"
ARCH,390,"(ARCH101,ARCH272W),(ARCH101,ARCH273),(ARCH201,ARCH272W),(ARCH201,ARCH273)"
ARCH,433,"(ARCH282),(ARCH372)"
ARCH,434,"(ARCH282),(ARCH372)"
ARCH,435,"(ARCH282),(ARCH372)"
ARCH,436,"(ARCH373)"
ARCH,442,"(ARCH373),(CRIM357),(BPK303),(BPK324),(BPK325),(BPK326)"
ARCH,450,"(ARCH351)"
ARCH,451,"(ARCH450)"
ARCH,452,"(ARCH373),(HSCI321),(HSCI324),(BPK303),(BPK324),(BPK325),(BPK326)"
ARCH,479,"(ARCH282),(ARCH372)"
ARCH,480,"(ARCH282),(ARCH372)"
BISC,101,"(BISC100),(BISC113),(BPK105),(HSCI100)"
BISC,102,"(BISC100),(BISC113),(BPK105),(HSCI100)"
BISC,202,"(BISC101,BISC102)"
BISC,204,"(BISC101,BISC102)"
BISC,205,"(BISC101,BISC102,PHYS101)"
BISC,212,"(BISC101,BISC102)"
BISC,300,"(BISC202)"
BISC,303,"(BISC102,MBB222,MBB231)"
BISC,305,"(BISC205,MBB231),(BPK205,MBB231)"
BISC,306,"(BISC101,BISC102,BISC204),(BISC101,BISC102,GEOG215)"
BISC,308,"(BISC101,BISC102,BISC204),(BISC101,BISC102,GEOG215)"
BISC,309,"(BISC204)"
BISC,313,"(BISC101,BISC204),(BISC101,BISC205),(BISC101,GEOG215),(BISC101,MBB231)"
BISC,316,"(BISC101,BISC102)"
BISC,317,"(BISC101,BISC102)"
BISC,318,"(BISC101,BISC102,BISC204),(BISC101,BISC102,HSCI212)"
BISC,328,"(BISC101,BISC102)"
BISC,333,"(BISC202,MBB222,MBB231)"
BISC,337,"(BISC101,BISC102)"
BISC,342,"(BISC341)"
BISC,357,"(BISC202,MBB222,MBB231)"
BISC,366,"(BISC205,MBB231)"
BISC,405,"(BISC205,MBB231),(BPK205,MBB231),(BPK306),(HSCI321)"
BISC,406,"(BISC306),(BISC316)"
BISC,407,"(BISC102,BISC204,MATH154),(BISC102,GEOG215,MATH154)"
BISC,410,"(BISC102,BISC204),(BISC102,GEOG215)"
BISC,412,"(BISC101,BISC102,BISC204),(BISC101,BISC102,GEOG215)"
BISC,413,"(BISC204)"
BISC,423,"(BISC202,MBB222,MBB231)"
BISC,424,"(BISC202,MBB222,MBB231,BISC357),(BISC202,MBB222,MBB231,MBB331)"
BISC,425,"(BISC205,MBB231),(BPK205,MBB231)"
BISC,428,"(BISC101,BISC102,MBB222,MBB231)"
BISC,433,"(MBB222,MBB231,BISC303)"
BISC,441,"(BISC202),(BISC204)"
BISC,443,"(BISC342)"
BISC,444,"(BISC443)"
BISC,446,"(BISC444)"
BISC,447,"(MBB322),(BISC333)"
BISC,457,"(BISC202,MBB222,MBB231)"
BISC,491,"(BISC490,BISC492)"
BPK,142,"(BPK105),(BPK110),(BPK143),(BISC100),(BISC113),(HSCI100)"
BPK,201,"(MATH150,MATH152),(MATH151,MATH152),(MATH154,MATH152),(MATH150,MATH155),(MATH151,MATH155),(MATH154,MATH155),(PHYS101,BPK142),(PHYS120,BPK142),(PHYS125,BPK142),(PHYS140,BPK142)"
BPK,205,"(BISC101,CHEM281,PHYS101,PHYS102,BPK142)"
BPK,207,"(BPK142)"
BPK,241,"(BPK142)"
BPK,301,"(PHYS102,BPK201),(PHYS121,BPK201),(PHYS126,BPK201),(PHYS141,BPK201)"
BPK,303,"(BPK201,BPK241,STAT201)"
BPK,305,"(BPK205,MBB231,MATH155),(BPK205,MBB231,MATH152),(BPK205,MBB201,MATH155),(BPK205,MBB201,MATH152),(BISC305,MBB231,MATH155),(BISC305,MBB231,MATH152),(BISC305,MBB201,MATH155),(BISC305,MBB201,MATH152)"
BPK,306,"(BPK207)"
BPK,307,"(BPK305)"
BPK,310,"(BPK205,MBB201),(BPK205,MBB231)"
BPK,311,"(BPK105,BPK110),(BPK205,BPK110)"
BPK,312,"(BPK105),(BPK205)"
BPK,325,"(BPK142,BPK105),(BPK142,BPK205)"
BPK,326,"(BPK142,BPK201,BPK205)"
BPK,340,"(BPK142,STAT201),(BPK142,PSYC201)"
BPK,342,"(BPK105,BPK142,BPK143),(BPK205,BPK142,BPK143)"
BPK,343,"(BPK142,BPK143,BPK205,STAT201)"
BPK,351,"(BPK142)"
BPK,352,"(BPK351)"
BPK,375,"(BPK105,BPK142),(BPK205,BPK142)"
BPK,381,"(PSYC210),(BPK207,STAT201)"
BPK,401,"(BPK201,BPK205),(BPK208)"
BPK,407,"(BPK304W,BPK305,BPK306)"
BPK,409,"(BPK304W,BPK305,BPK306)"
BPK,415,"(BPK306),(BISC305)"
BPK,417,"(BPK306,BPK340)"
BPK,426,"(BPK326)"
BPK,432,"(BPK305),(BISC305)"
BPK,443,"(BPK304W,BPK310,BPK343)"
BPK,444,"(BPK305)"
BPK,446,"(BPK306)"
BPK,448,"(BPK201,BPK306),(BPK207,BPK306),(BPK201,BPK208)"
BPK,451,"(BPK352)"
BPK,452,"(BPK451)"
BPK,453,"(BPK452)"
BPK,457,"(PSYC301),(BPK304W)"
BPK,459,"(BPK457)"
BPK,481,"(BPK303,BPK326)"
BPK,482,"(BPK180W,BPK201,BPK326,BPK381)"
BPK,491,"(BPK304W)"
BPK,495,"(BPK491)"
BPK,496,"(BPK304W),(PSYC210)"
BPK,498,"(BPK304W),(PSYC210)"
BPK,499,"(BPK491)"
BUS,201,""
BUS,202,""
BUS,203,"(BUS201),(BUS202)"
BUS,207,"(ECON103,MATH157),(ECON105,MATH157),(ECON113,MATH157),(ECON115,MATH157)"
BUS,254,"(BUS251)"
BUS,300,"(BUS100),(BUS203)"
BUS,307,"(BUS207),(ECON201)"
BUS,311,"(BUS251)"
BUS,312,"(BUS254)"
BUS,314,"(BUS238),(BUS240)"
BUS,315,"(BUS312,BUS336,BUS207),(BUS312,BUS336,ECON201),(STAT285,BUS312)"
BUS,316,"(BUS312,BUS336),(STAT285,BUS312)"
BUS,318,"(BUS312)"
BUS,320,"(BUS251)"
BUS,321,"(BUS320)"
BUS,322,"(BUS254)"
BUS,331,"(BUS330),(BUS329)"
BUS,336,"(MATH150,BUS232),(MATH150,ECON233),(MATH150,STAT270),(MATH150,STAT271),(MATH151,BUS232),(MATH151,ECON233),(MATH151,STAT270),(MATH151,STAT271),(MATH154,BUS232),(MATH154,ECON233),(MATH154,STAT270),(MATH154,STAT271),(MATH157,BUS232),(MATH157,ECON233),(MATH157,STAT270),(MATH157,STAT271)"
BUS,338,"(BUS238),(BUS240)"
BUS,340,""
BUS,341,""
BUS,345,"(BUS232,BUS343),(ECON233,BUS343),(STAT270,BUS343),(STAT271,BUS343)"
BUS,347,"(BUS343)"
BUS,362,"(BUS237)"
BUS,373,"(BUS232),(ECON233),(STAT270),(STAT271)"
BUS,374,"(BUS272)"
BUS,381,"(BUS272)"
BUS,401,"(BUS311),(BUS254,BUS312,BUS340,BUS341)"
BUS,410,"(BUS315,BUS316,BUS360W)"
BUS,411,"(BUS315,BUS360W)"
BUS,413,"(BUS312,BUS315,BUS360W)"
BUS,414,"(BUS315,BUS360W)"
BUS,417,"(BUS315,BUS360W)"
BUS,418,"(BUS315,BUS316,BUS360W)"
BUS,419,"(BUS315,BUS316,BUS360W)"
BUS,420,"(BUS321,BUS360W)"
BUS,421,"(BUS321,BUS360W)"
BUS,424,"(BUS322,BUS360W)"
BUS,426,"(BUS321,BUS360W)"
BUS,430,"(BUS360W)"
BUS,431,"(BUS360W)"
BUS,432,"(BUS360W,BUS272),(BUS360W,BUS381)"
BUS,434,"(BUS360W)"
BUS,435,"(BUS360W)"
BUS,437,"(BUS336,BUS360W)"
BUS,439,"(BUS345,BUS360W,BUS437,BUS445,BUS462,BUS464),(BUS440,BUS360W,BUS437,BUS445,BUS462,BUS464),(BUS345,BUS360W,BUS441,BUS445,BUS462,BUS464),(BUS440,BUS360W,BUS441,BUS445,BUS462,BUS464),(CMPT354,BUS360W,BUS445)"
BUS,440,"(BUS336,BUS360W)"
BUS,441,"(BUS232,BUS343,BUS360W),(ECON233,BUS343,BUS360W),(STAT270,BUS343,BUS360W)"
BUS,443,"(BUS343,BUS360W)"
BUS,444,"(BUS343,BUS360W)"
BUS,445,"(BUS343,BUS336,BUS360W)"
BUS,446,"(BUS343,BUS347,BUS360W)"
BUS,447,"(BUS343,BUS360W)"
BUS,448,"(BUS347,BUS360W)"
BUS,449,"(BUS343,BUS360W)"
BUS,453,"(BUS360W)"
BUS,455,"(BUS254,BUS345,BUS347,BUS360W)"
BUS,462,"(BUS336,BUS360W,BUS362)"
BUS,464,"(BUS360W,BUS362)"
BUS,466,"(BUS237,BUS360W,BUS362)"
BUS,468,"(BUS237,BUS360W,BUS362)"
BUS,473,"(BUS373,BUS360W),(BUS336,BUS360W)"
BUS,474,"(BUS373,BUS360W),(BUS336,BUS360W)"
BUS,477,"(BUS338,BUS360W)"
BUS,478,"(BUS207,BUS312,BUS343,BUS360W,BUS374),(BUS207,BUS312,BUS343,BUS360W,BUS381),(ECON201,BUS312,BUS343,BUS360W,BUS374),(ECON201,BUS312,BUS343,BUS360W,BUS381),(ECON301,BUS312,BUS343,BUS360W,BUS374),(ECON301,BUS312,BUS343,BUS360W,BUS381)"
BUS,481,"(BUS381,BUS360W)"
BUS,482,"(BUS272,BUS381,BUS360W)"
BUS,483,"(BUS393,BUS360W)"
BUS,484,"(BUS381,BUS360W)"
BUS,485,"(BUS272,BUS360W,BUS374),(BUS272,BUS360W,BUS381)"
BUS,486,"(BUS272,BUS360W,BUS374),(BUS272,BUS360W,BUS381)"
BUS,488,"(BUS360W,BUS374),(BUS360W,BUS381)"
BUS,489,"(BUS374,BUS360W),(BUS381,BUS360W)"
BUS,496,"(BUS300,BUS360W)"
CA,122,""
CA,123,"(CA122),(FPA122)"
CA,131,"(CA130),(FPA130)"
CA,143,""
CA,144,"(CA143)"
CA,146,"(CA145)"
CA,152,"(CA151)"
CA,161,"(CA160),(FPA160)"
CA,216,"(CA135),(CA136),(CA137),(CA186),(CA235),(CA236),(CA316),(CA337),(CA318),(CA335),(CA416),(CA436)"
CA,220,"(CA122,CA123,CA124,CA129),(FPA122,FPA123,FPA124,FPA129)"
CA,221,"(CA220),(FPA220)"
CA,230,"(CA131,CA136),(CA131,CA137),(FPA131,FPA136),(FPA131,FPA137)"
CA,231,"(CA230,CA233),(FPA230,FPA233)"
CA,232,"(CA131),(FPA131)"
CA,233,"(CA131),(FPA131)"
CA,235,"(CA117),(CA167),(CA118),(CA168),(CA135),(CA136),(CA137)"
CA,240,"(CA140,CA144,CA146)"
CA,241,"(CA143)"
CA,242,"(CA146)"
CA,245,"(CA140,CA144,CA145,CA146)"
CA,246,"(CA245)"
CA,247,"(CA140,CA144,CA146)"
CA,249,"(CA140),(FPA140)"
CA,251,"(CA123),(CA131),(CA146),(CA152),(CA161),(CA171)"
CA,252,"(CA123),(CA131),(CA146),(CA161),(CA171),(CA251)"
CA,253,"(CA123),(CA131),(CA146),(CA152),(CA161),(CA171)"
CA,254,"(CA123),(CA131),(CA146),(CA152),(CA161),(CA171)"
CA,255,"(CA123),(CA131),(CA146),(CA152),(CA161),(CA171)"
CA,256,"(CA123),(CA131),(CA146),(CA152),(CA161),(CA171)"
CA,260,"(CA118,CA161),(CA168,CA161),(FPA118,FPA161),(FPA168,FPA161)"
CA,261,"(CA260),(FPA260)"
CA,262,"(CA160),(FPA160)"
CA,263,"(CA160),(FPA160)"
CA,265,"(CA160),(FPA160)"
CA,269,"(CA160),(FPA160)"
CA,270,"(CA170),(FPA170)"
CA,271,"(CA170),(FPA170)"
CA,276,"(CA174,CA170)"
CA,285,"(CA122),(CA130),(CA145),(CA150),(CA160),(CA170)"
CA,306,"(CA304)"
CA,307,"(CA304)"
CA,314,"(CA117),(CA167),(CA186),(CA210W),(CA210)"
CA,316,"(CA136),(CA137)"
CA,320,"(CA221),(FPA221)"
CA,321,"(CA320),(FPA320)"
CA,323,"(CA322),(FPA322)"
CA,324,"(CA124,CA228W,CA285),(FPA124,FPA228W,FPA285)"
CA,326,"(CA220),(CA320),(CA322),(CA420),(CA421)"
CA,327,"(CA220),(CA320),(CA322),(CA420),(CA421)"
CA,329,"(CA221),(FPA221)"
CA,332,"(CA231),(FPA231)"
CA,334,"(CA231),(FPA231)"
CA,339,"(CA231),(CA251),(FPA231),(FPA251)"
CA,340,"(CA245)"
CA,343,"(CA243)"
CA,344,"(CA140)"
CA,345,"(CA246)"
CA,346,"(CA345)"
CA,347,"(CA247)"
CA,349,"(CA245),(FPA245)"
CA,350,"(CA252)"
CA,354,"(CA221),(CA231),(CA246),(CA252),(CA261),(CA271),(CA285),(FPA221),(FPA231),(FPA246),(FPA252),(FPA261),(FPA271),(FPA285)"
CA,355,"(CA354)"
CA,356,"(CA221),(CA231),(CA246),(CA252),(CA256),(CA261),(CA271),(CA285),(FPA221),(FPA231),(FPA246),(FPA252),(FPA256),(FPA261),(FPA271),(FPA285)"
CA,360,"(CA117,CA118,CA210W,CA261),(CA167,CA168,CA210W,CA261),(CA117,CA118,CA210,CA261),(CA167,CA168,CA210,CA261),(FPA117,FPA118,FPA210W,FPA261),(FPA167,FPA168,FPA210W,FPA261),(FPA117,FPA118,FPA210,FPA261),(FPA167,FPA168,FPA210,FPA261)"
CA,361,"(CA360,CA366),(FPA360,FPA366)"
CA,362,"(CA160),(FPA160)"
CA,363,"(CA160),(FPA160)"
CA,365,"(CA160),(FPA160)"
CA,366,"(CA117,CA118,CA210W,CA261),(CA167,CA168,CA210W,CA261),(CA117,CA118,CA210,CA261),(CA167,CA168,CA210,CA261),(FPA117,FPA118,FPA210W,FPA261),(FPA167,FPA168,FPA210W,FPA261),(FPA117,FPA118,FPA210,FPA261),(FPA167,FPA168,FPA210,FPA261)"
CA,367,"(CA366),(FPA366)"
CA,369,"(CA160),(FPA160)"
CA,370,"(CA270,CA271),(FPA270,FPA271)"
CA,371,"(CA270,CA271),(FPA270,FPA271)"
CA,374,"(CA270),(FPA270)"
CA,375,"(CA270),(FPA270)"
CA,376,"(CA270,CA276)"
CA,390,"(CA231),(FPA231)"
CA,393,"(CA390),(FPA390)"
CA,406,"(CA304)"
CA,407,"(CA304)"
CA,416,"(CA316),(CA337),(CA318),(CA335),(FPA316),(FPA337),(FPA318),(FPA335)"
CA,420,"(CA285,CA321),(FPA285,FPA321)"
CA,421,"(CA124,CA285,CA324,CA326),(CA124,CA285,CA324,CA327),(FPA124,FPA285,FPA324,FPA326),(FPA124,FPA285,FPA324,FPA327)"
CA,424,"(CA324)"
CA,425,"(CA220,CA324)"
CA,427,"(CA323),(FPA323)"
CA,428,"(CA427),(FPA427)"
CA,430,"(CA149,CA186,CA231,CA285,CA135),(CA149,CA186,CA231,CA285,CA136),(CA149,CA186,CA231,CA285,CA137),(CA149,CA186,CA231,CA285,CA186),(CA149,CA186,CA231,CA285,CA235),(CA149,CA186,CA231,CA285,CA236),(CA149,CA186,CA231,CA285,CA216),(CA149,CA186,CA231,CA285,CA237),(CA149,CA186,CA231,CA285,CA318),(CA149,CA186,CA231,CA285,CA335),(CA149,CA186,CA231,CA285,CA316),(CA149,CA186,CA231,CA285,CA337),(CA149,CA186,CA231,CA285,CA416),(CA149,CA186,CA231,CA285,CA436),(FPA149,FPA186,FPA231,FPA285,FPA135),(FPA149,FPA186,FPA231,FPA285,FPA136),(FPA149,FPA186,FPA231,FPA285,FPA137),(FPA149,FPA186,FPA231,FPA285,FPA186),(FPA149,FPA186,FPA231,FPA285,FPA235),(FPA149,FPA186,FPA231,FPA285,FPA236),(FPA149,FPA186,FPA231,FPA285,FPA216),(FPA149,FPA186,FPA231,FPA285,FPA237),(FPA149,FPA186,FPA231,FPA285,FPA318),(FPA149,FPA186,FPA231,FPA285,FPA335),(FPA149,FPA186,FPA231,FPA285,FPA316),(FPA149,FPA186,FPA231,FPA285,FPA337),(FPA149,FPA186,FPA231,FPA285,FPA416),(FPA149,FPA186,FPA231,FPA285,FPA436)"
CA,432,"(CA430),(FPA430)"
CA,440,"(CA240)"
CA,445,"(CA346)"
CA,446,"(CA445)"
CA,449,"(CA241)"
CA,451,"(CA253,CA355,CA356,CA357W)"
CA,452,"(CA451)"
CA,460,"(CA361,CA367)"
CA,461,"(CA460)"
CA,471,"(CA370),(CA371),(FPA370),(FPA371)"
CHEM,110,"(MATH100)"
CHEM,111,"(MATH100)"
CHEM,120,"(CHEM110),(CHEM111)"
CHEM,121,"(CHEM109),(CHEM111)"
CHEM,122,"(CHEM120),(CHEM121)"
CHEM,125,"(CHEM109),(CHEM111)"
CHEM,126,"(CHEM121)"
CHEM,180,"(CHEM121)"
CHEM,210,"(CHEM122)"
CHEM,216,"(CHEM122,CHEM126)"
CHEM,230,"(CHEM122)"
CHEM,260,"(CHEM122,MATH152,PHYS121),(CHEM122,MATH152,PHYS126),(CHEM122,MATH152,PHYS141),(CHEM122,MATH152,PHYS102)"
CHEM,266,"(CHEM260)"
CHEM,280,"(CHEM120),(CHEM121)"
CHEM,281,"(CHEM121)"
CHEM,282,"(CHEM281)"
CHEM,283,"(CHEM281)"
CHEM,284,"(CHEM282)"
CHEM,285,"(CHEM120,CHEM125),(CHEM121)"
CHEM,286,"(CHEM281)"
CHEM,307,"(CHEM306)"
CHEM,316,"(CHEM210,CHEM216,CHEM260)"
CHEM,317,"(CHEM316)"
CHEM,332,"(CHEM230,CHEM236W,CHEM260)"
CHEM,336,"(CHEM236W)"
CHEM,340,"(CHEM230)"
CHEM,360,"(CHEM260)"
CHEM,364,"(CHEM260,PHYS285,MATH232,MATH251)"
CHEM,372,"(CHEM281,CHEM360)"
CHEM,380,"(CHEM282,CHEM286),(CHEM283,CHEM286),(CHEM284,CHEM286)"
CHEM,381,"(CHEM380)"
CHEM,391,"(CHEM230,CHEM282),(CHEM230,CHEM283)"
CHEM,396,"(CHEM316),(CHEM332),(CHEM336),(CHEM360),(CHEM366),(CHEM380),(NUSC341)"
CHEM,406,"(CHEM307)"
CHEM,407,"(CHEM406)"
CHEM,408,"(CHEM407)"
CHEM,419,"(CHEM316)"
CHEM,432,"(CHEM332)"
CHEM,439,"(CHEM332)"
CHEM,440,"(CHEM340)"
CHEM,442,"(CHEM282),(CHEM283)"
CHEM,449,"(CHEM210,CHEM260,CHEM283),(CHEM210,CHEM260,CHEM284)"
CHEM,452,"(CHEM380,MBB222)"
CHEM,459,"(CHEM380)"
CHEM,462,"(CHEM364),(PHYS385)"
CHEM,481,""
CHEM,483,"(CHEM481)"
CHEM,484,""
CHIN,110,"(CHIN100)"
CHIN,191,"(CHIN190)"
CHIN,200,"(CHIN110),(CHIN101)"
CHIN,290,"(CHIN191)"
CHIN,291,"(CHIN290)"
CHIN,330,"(CHIN291)"
CHIN,390,"(CHIN291)"
CHIN,460,"(CHIN330),(CHIN390)"
CMNS,226,"(CMNS220)"
CMNS,396,"(CMNS395)"
CMNS,461,"(CMNS460)"
CMNS,494,"(CMNS396)"
CMNS,495,"(CMNS494)"
CMNS,496,"(CMNS495)"
CMNS,498,"(CMNS497)"
CMPT,125,"(CMPT120),(CMPT130)"
CMPT,130,"(MATH100),(MATH150),(MATH151),(MATH154),(MATH157)"
CMPT,135,"(CMPT130)"
CMPT,201,"(CMPT125,MACM101),(CMPT135,MACM101)"
CMPT,210,"(MACM101,MATH152,CMPT125,MATH240),(MACM101,MATH152,CMPT125,MATH232),(MACM101,MATH152,CMPT135,MATH240),(MACM101,MATH152,CMPT135,MATH232)"
CMPT,213,"(CMPT225)"
CMPT,225,"(MACM101,CMPT125),(MACM101,CMPT129),(MACM101,CMPT135),(ENSC251,ENSC252)"
CMPT,263,"(CMPT125),(CMPT135)"
CMPT,272,"(CMPT120),(CMPT130),(CMPT128)"
CMPT,276,"(CMPT225,MACM101,MATH150),(CMPT225,MACM101,MATH151),(CMPT225,ENSC251,ENSC252,MATH150),(CMPT225,ENSC251,ENSC252,MATH151)"
CMPT,295,"(MACM101,CMPT125),(MACM101,CMPT135),(MATH151,CMPT102)"
CMPT,300,"(CMPT225,CMPT295),(CMPT225,ENSC254)"
CMPT,303,"(CMPT225,CMPT295,CMPT201),(CMPT225,CMPT295,ENSC351),(CMPT225,ENSC254,CMPT201),(CMPT225,ENSC254,ENSC351)"
CMPT,305,"(CMPT225,MACM101,STAT270),(CMPT225,MACM101,STAT271),(CMPT225,ENSC251,ENSC252,STAT270),(CMPT225,ENSC251,ENSC252,STAT271)"
CMPT,307,"(CMPT225,MACM201,MATH150,MATH232),(CMPT225,MACM201,MATH150,MATH240),(CMPT225,MACM201,MATH151,MATH232),(CMPT225,MACM201,MATH151,MATH240),(CMPT225,CMPT210,MATH150,MATH232),(CMPT225,CMPT210,MATH150,MATH240),(CMPT225,CMPT210,MATH151,MATH232),(CMPT225,CMPT210,MATH151,MATH240)"
CMPT,310,"(CMPT225,MACM101),(CMPT225,ENSC251,ENSC252)"
CMPT,318,"(CMPT225)"
CMPT,340,"(CMPT125),(CMPT126),(CMPT128),(CMPT135),(CMPT102)"
CMPT,353,"(CMPT225,BUS232),(CMPT225,STAT201),(CMPT225,STAT203),(CMPT225,STAT205),(CMPT225,STAT270),(CMPT225,STAT271),(CMPT225,ENSC280),(CMPT225,MSE210),(CMPT225,SEE241)"
CMPT,354,"(CMPT225,MACM101),(CMPT225,ENSC251,ENSC252)"
CMPT,361,"(CMPT225,MATH232),(CMPT225,MATH240)"
CMPT,362,"(CMPT225)"
CMPT,363,"(CMPT225,CMPT263)"
CMPT,365,"(CMPT225)"
CMPT,371,"(CMPT225,MATH150),(CMPT225,MATH151)"
CMPT,372,"(CMPT225,CMPT272)"
CMPT,373,"(CMPT276),(CMPT275)"
CMPT,379,"(MACM201,CMPT295,CMPT225),(MACM201,ENSC215,CMPT225),(CMPT210,CMPT295,CMPT225),(CMPT210,ENSC215,CMPT225)"
CMPT,383,"(CMPT225,MACM101),(CMPT225,ENSC251,ENSC252)"
CMPT,384,"(CMPT225,MACM101),(CMPT225,ENSC251,ENSC252)"
CMPT,403,"(CMPT201),(CMPT300)"
CMPT,404,"(MACM201),(CMPT210)"
CMPT,405,"(CMPT307)"
CMPT,409,"(CMPT307)"
CMPT,410,"(CMPT310,MACM316)"
CMPT,412,"(CMPT361,MATH152)"
CMPT,417,"(CMPT225)"
CMPT,420,"(CMPT410),(CMPT419)"
CMPT,426,"(CMPT275),(CMPT276)"
CMPT,427,"(CMPT426)"
CMPT,428,"(CMPT427)"
CMPT,429,"(CMPT428)"
CMPT,430,"(CMPT429)"
CMPT,431,"(CMPT201,CMPT371),(CMPT300,CMPT371)"
CMPT,433,"(CMPT201,CMPT295),(CMPT300,CMPT295)"
CMPT,441,"(CMPT307)"
CMPT,450,"(CMPT295)"
CMPT,454,"(CMPT201,CMPT354),(CMPT300,CMPT354)"
CMPT,459,"(CMPT354)"
CMPT,461,"(CMPT361)"
CMPT,464,"(CMPT361,MACM316)"
CMPT,466,"(CMPT361,MACM316)"
CMPT,469,"(CMPT361)"
CMPT,471,"(CMPT300,CMPT371)"
CMPT,473,"(CMPT275),(CMPT276)"
CMPT,474,"(CMPT371)"
CMPT,475,"(CMPT275,MACM201),(CMPT275,CMPT210),(CMPT276,MACM201),(CMPT276,CMPT210)"
CMPT,476,"(MATH232),(MATH240)"
CMPT,477,"(CMPT275),(CMPT276)"
CMPT,478,"(CMPT476),(PHYS416)"
CMPT,479,"(CMPT201),(CMPT300)"
CMPT,489,"(CMPT383)"
CMPT,493,"(CMPT275),(CMPT276)"
CMPT,495,"(CMPT494)"
COGS,200,"(COGS100)"
COGS,310,"(COGS100,COGS200)"
COGS,315,"(PHIL110),(PHIL210),(PHIL310),(PHIL314),(MACM101),(BUEC232),(STAT270)"
CRIM,103,""
CRIM,104,""
CRIM,210,"(CRIM101,CRIM131)"
CRIM,220,""
CRIM,230,"(CRIM135)"
CRIM,241,"(CRIM131)"
CRIM,251,"(CRIM131)"
CRIM,302,"(CRIM101)"
CRIM,303,""
CRIM,304,""
CRIM,311,"(CRIM101)"
CRIM,314,"(CRIM101)"
CRIM,317,"(CRIM101)"
CRIM,318,"(CRIM101)"
CRIM,320,"(CRIM101,CRIM120),(CRIM101,CRIM220)"
CRIM,321,"(CRIM101,CRIM120),(CRIM101,CRIM220)"
CRIM,326,"(CRIM101,CRIM103)"
CRIM,330,"(CRIM101,CRIM230)"
CRIM,331,"(CRIM101,CRIM230)"
CRIM,332,"(CRIM101,CRIM135)"
CRIM,335,"(CRIM101,CRIM135)"
CRIM,338,"(CRIM101,CRIM135)"
CRIM,340,"(CRIM101,CRIM220)"
CRIM,343,"(CRIM101)"
CRIM,344,"(CRIM101,CRIM135)"
CRIM,346,"(CRIM101)"
CRIM,350,"(CRIM101)"
CRIM,351,"(CRIM101,CRIM251)"
CRIM,352,"(CRIM101)"
CRIM,357,"(CRIM101)"
CRIM,358,"(CRIM101)"
CRIM,370,"(CRIM320,CRIM330)"
CRIM,380,"(CRIM101)"
CRIM,402,"(CRIM101)"
CRIM,405,"(CRIM101)"
CRIM,406,"(CRIM101)"
CRIM,410,"(CRIM131)"
CRIM,416,"(CRIM101)"
CRIM,417,"(CRIM101)"
CRIM,418,"(CRIM101)"
CRIM,419,"(CRIM101),(FNST101),(FNST201)"
CRIM,429,"(CRIM101),(FNST101),(FNST201)"
CRIM,433,"(CRIM101)"
CRIM,438,"(CRIM330)"
CRIM,441,"(CRIM220)"
CRIM,451,"(CRIM101)"
CRIM,452,"(CRIM101)"
CRIM,453,"(CRIM101)"
CRIM,454,"(CRIM101)"
CRIM,458,"(CRIM251)"
CRIM,459,"(CRIM101)"
